letter	frequency
旅游	0.26271186440678
购物	0.19067796610169
房产	0.15254237288136
文体娱乐	0.11016949152542
住宿	0.10169491525424
出行	0.080508474576271
餐饮	0.059322033898305
其他	0.025423728813559
教育	0.0084745762711864
医疗	0.0042372881355932
行政单位	0.0042372881355932
汽车服务	0
金融服务	0
企事业单位	0
生活服务	0
