letter	frequency
房产	0.28643216080402
住宿	0.26633165829146
旅游	0.12562814070352
购物	0.080402010050251
其他	0.080402010050251
餐饮	0.055276381909548
文体娱乐	0.040201005025126
医疗	0.025125628140704
出行	0.015075376884422
教育	0.010050251256281
生活服务	0.010050251256281
企事业单位	0.0050251256281407
汽车服务	0
金融服务	0
行政单位	0
