letter	frequency
文体娱乐	0.22535211267606
出行	0.19718309859155
住宿	0.19718309859155
旅游	0.12676056338028
餐饮	0.11267605633803
教育	0.1056338028169
其他	0.014084507042254
医疗	0.0070422535211268
房产	0.0070422535211268
购物	0.0070422535211268
生活服务	0
汽车服务	0
金融服务	0
企事业单位	0
行政单位	0
