letter	frequency
文体娱乐	0.61324041811847
其他	0.18815331010453
住宿	0.12891986062718
旅游	0.034843205574913
购物	0.010452961672474
餐饮	0.010452961672474
房产	0.0069686411149826
出行	0.0034843205574913
教育	0.0034843205574913
金融服务	0
医疗	0
生活服务	0
汽车服务	0
企事业单位	0
行政单位	0
