letter	frequency
文体娱乐	0.16446886446886
房产	0.15989010989011
旅游	0.13791208791209
其他	0.10961538461538
购物	0.10521978021978
住宿	0.098626373626374
出行	0.072619047619048
餐饮	0.071886446886447
教育	0.034065934065934
金融服务	0.017857142857143
行政单位	0.012087912087912
生活服务	0.0058608058608059
医疗	0.0056776556776557
企事业单位	0.0037545787545788
汽车服务	0.00045787545787546
