letter	frequency
旅游	0.34615384615385
购物	0.15384615384615
文体娱乐	0.14102564102564
房产	0.1025641025641
出行	0.064102564102564
住宿	0.064102564102564
餐饮	0.051282051282051
医疗	0.051282051282051
生活服务	0.025641025641026
教育	0
金融服务	0
其他	0
汽车服务	0
企事业单位	0
行政单位	0
