letter	frequency
房产	0.39259259259259
其他	0.15555555555556
旅游	0.12222222222222
文体娱乐	0.10740740740741
住宿	0.077777777777778
购物	0.044444444444444
出行	0.040740740740741
教育	0.022222222222222
行政单位	0.018518518518519
餐饮	0.011111111111111
医疗	0.0037037037037037
生活服务	0.0037037037037037
汽车服务	0
企事业单位	0
金融服务	0
