letter	frequency
房产	0.39772727272727
住宿	0.23863636363636
餐饮	0.18181818181818
文体娱乐	0.11363636363636
教育	0.034090909090909
其他	0.022727272727273
旅游	0.011363636363636
生活服务	0
汽车服务	0
出行	0
医疗	0
购物	0
金融服务	0
企事业单位	0
行政单位	0
